DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1559,Rabeprazole,DDInter975,Iron,Moderate
DDInter298,Carboplatin,DDInter1559,Rabeprazole,Moderate
DDInter316,Cefditoren,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter326,Cefpodoxime,Moderate
DDInter335,Cefuroxime,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter340,Ceritinib,Moderate
DDInter344,Cetuximab,DDInter1559,Rabeprazole,Moderate
DDInter360,Chlorothiazide,DDInter1559,Rabeprazole,Moderate
DDInter365,Chlorthalidone,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter370,Choline salicylate,Minor
DDInter387,Cisplatin,DDInter1559,Rabeprazole,Moderate
DDInter413,Clopidogrel,DDInter1559,Rabeprazole,Major
DDInter438,Conivaptan,DDInter1559,Rabeprazole,Moderate
DDInter451,Cyanocobalamin,DDInter1559,Rabeprazole,Minor
DDInter458,Cyclosporine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter465,Dacomitinib,Major
DDInter1559,Rabeprazole,DDInter484,Dasatinib,Major
DDInter1559,Rabeprazole,DDInter488,Deferasirox,Moderate
DDInter496,Delavirdine,DDInter1559,Rabeprazole,Moderate
DDInter542,Dicoumarol,DDInter1559,Rabeprazole,Moderate
DDInter554,Digoxin,DDInter1559,Rabeprazole,Moderate
DDInter608,Duloxetine,DDInter1559,Rabeprazole,Minor
DDInter1559,Rabeprazole,DDInter614,Echinacea,Moderate
DDInter624,Efavirenz,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter649,Enzalutamide,Moderate
DDInter667,Erlotinib,DDInter1559,Rabeprazole,Major
DDInter686,Etacrynic acid,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter703,Etravirine,Moderate
DDInter1559,Rabeprazole,DDInter714,Fedratinib,Moderate
DDInter1559,Rabeprazole,DDInter725,Ferrous fumarate,Moderate
DDInter1559,Rabeprazole,DDInter726,Ferrous gluconate,Moderate
DDInter1559,Rabeprazole,DDInter727,Ferrous sulfate anhydrous,Moderate
DDInter1559,Rabeprazole,DDInter741,Flibanserin,Moderate
DDInter743,Fluconazole,DDInter1559,Rabeprazole,Moderate
DDInter770,Fluvoxamine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter777,Fosamprenavir,Moderate
DDInter1559,Rabeprazole,DDInter778,Fosaprepitant,Moderate
DDInter779,Foscarnet,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter785,Fostamatinib,Moderate
DDInter790,Furosemide,DDInter1559,Rabeprazole,Moderate
DDInter810,Gefitinib,DDInter1559,Rabeprazole,Moderate
DDInter815,Gentamicin,DDInter1559,Rabeprazole,Moderate
DDInter883,Hydrochlorothiazide,DDInter1559,Rabeprazole,Moderate
DDInter889,Hydroflumethiazide,DDInter1559,Rabeprazole,Moderate
DDInter916,Indapamide,DDInter1559,Rabeprazole,Moderate
DDInter917,Indinavir,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter977,Iron protein succinylate,Moderate
DDInter1559,Rabeprazole,DDInter995,Itraconazole,Moderate
DDInter1559,Rabeprazole,DDInter1004,Kanamycin,Moderate
DDInter1008,Ketoconazole,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1024,Lapatinib,Moderate
DDInter1559,Rabeprazole,DDInter1032,Lefamulin,Moderate
DDInter1064,Levothyroxine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1069,Linaclotide,Minor
DDInter1074,Liothyronine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1075,Liotrix,Moderate
DDInter1174,Methotrexate,DDInter1559,Rabeprazole,Major
DDInter1559,Rabeprazole,DDInter1136,Mecobalamin,Minor
DDInter1199,Metolazone,DDInter1559,Rabeprazole,Moderate
DDInter1236,Modafinil,DDInter1559,Rabeprazole,Moderate
DDInter1251,Mycophenolate mofetil,DDInter1559,Rabeprazole,Moderate
DDInter1266,Naproxen,DDInter1559,Rabeprazole,Moderate
DDInter1276,Nelfinavir,DDInter1559,Rabeprazole,Major
DDInter1277,Neomycin,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1281,Neratinib,Major
DDInter1283,Netilmicin,DDInter1559,Rabeprazole,Moderate
DDInter1285,Nevirapine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1293,Nilotinib,Moderate
DDInter1559,Rabeprazole,DDInter1386,Panitumumab,Moderate
DDInter1559,Rabeprazole,DDInter1396,Paromomycin,Moderate
DDInter1559,Rabeprazole,DDInter1399,Patiromer,Moderate
DDInter1559,Rabeprazole,DDInter1400,Pazopanib,Major
DDInter1420,Pentamidine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1435,Pexidartinib,Major
DDInter1559,Rabeprazole,DDInter1482,Plazomicin,Moderate
DDInter1559,Rabeprazole,DDInter1490,Polythiazide,Moderate
DDInter1559,Rabeprazole,DDInter1492,Ponatinib,Minor
DDInter1559,Rabeprazole,DDInter1494,Posaconazole,Moderate
DDInter1559,Rabeprazole,DDInter1508,Prasugrel,Minor
DDInter1559,Rabeprazole,DDInter1563,Raltegravir,Minor
DDInter1590,Rifampicin,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1592,Rifapentine,Moderate
DDInter1559,Rabeprazole,DDInter1595,Rilpivirine,Major
DDInter1559,Rabeprazole,DDInter1600,Riociguat,Moderate
DDInter1559,Rabeprazole,DDInter1637,Salsalate,Minor
DDInter1559,Rabeprazole,DDInter1640,Saquinavir,Moderate
DDInter1559,Rabeprazole,DDInter1658,Selpercatinib,Major
DDInter1559,Rabeprazole,DDInter1830,Tolevamer,Moderate
DDInter1633,Salicylic acid (sodium),DDInter1559,Rabeprazole,Minor
DDInter1559,Rabeprazole,DDInter1698,Somapacitan,Moderate
DDInter1559,Rabeprazole,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1701,Sonidegib,Minor
DDInter1559,Rabeprazole,DDInter1708,St. John's Wort,Moderate
DDInter1559,Rabeprazole,DDInter1711,Stiripentol,Moderate
DDInter1713,Streptomycin,DDInter1559,Rabeprazole,Moderate
DDInter1735,Tacrolimus,DDInter1559,Rabeprazole,Moderate
DDInter1758,Telithromycin,DDInter1559,Rabeprazole,Moderate
DDInter1791,Theophylline,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1799,"Thyroid, porcine",Moderate
DDInter1822,Tobramycin,DDInter1559,Rabeprazole,Moderate
DDInter1836,Torasemide,DDInter1559,Rabeprazole,Moderate
DDInter1861,Trichlormethiazide,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1917,Vandetanib,Minor
DDInter1559,Rabeprazole,DDInter1940,Vismodegib,Minor
DDInter1946,Voriconazole,DDInter1559,Rabeprazole,Moderate
DDInter1951,Warfarin,DDInter1559,Rabeprazole,Moderate
DDInter454,Cyclobenzaprine,DDInter22,Aclidinium,Moderate
DDInter1349,Orphenadrine,DDInter22,Aclidinium,Moderate
DDInter1557,Quinine,DDInter776,Formoterol,Moderate
DDInter1821,Tizanidine,DDInter776,Formoterol,Moderate
DDInter454,Cyclobenzaprine,DDInter23,Acrivastine,Moderate
DDInter1349,Orphenadrine,DDInter23,Acrivastine,Moderate
DDInter226,Botulinum Toxin Type B,DDInter23,Acrivastine,Moderate
DDInter1821,Tizanidine,DDInter23,Acrivastine,Moderate
DDInter598,Doxycycline,DDInter135,Atracurium,Moderate
DDInter598,Doxycycline,DDInter386,Cisatracurium,Moderate
DDInter435,Collagenase clostridium histolyticum,DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter1235,Mivacurium,Moderate
DDInter598,Doxycycline,DDInter1385,Pancuronium,Moderate
DDInter598,Doxycycline,DDInter1557,Quinine,Minor
DDInter598,Doxycycline,DDInter1612,Rocuronium,Moderate
DDInter1716,Succinylcholine,DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter1922,Vecuronium,Moderate
DDInter16,Acetohexamide,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1848,Trastuzumab emtansine,Moderate
DDInter1010,Ketorolac,DDInter42,Alendronic acid,Moderate
DDInter1010,Ketorolac,DDInter46,Aliskiren,Moderate
DDInter56,Alteplase,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter66,Amikacin,Moderate
DDInter1010,Ketorolac,DDInter67,Amikacin (liposome),Moderate
DDInter1010,Ketorolac,DDInter68,Amiloride,Moderate
DDInter79,Amlodipine,DDInter1010,Ketorolac,Moderate
DDInter93,Anagrelide,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter98,Anisindione,Major
DDInter99,Anistreplase,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter104,Antithrombin Alfa,Moderate
DDInter1010,Ketorolac,DDInter105,Antithrombin III human,Moderate
DDInter1010,Ketorolac,DDInter108,Apixaban,Major
DDInter115,Ardeparin,DDInter1010,Ketorolac,Major
DDInter117,Argatroban,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter20,Acetylsalicylic acid,Major
DDInter130,Atenolol,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter142,Avapritinib,Major
DDInter1010,Ketorolac,DDInter156,Azilsartan medoxomil,Moderate
DDInter1010,Ketorolac,DDInter164,Balsalazide,Moderate
DDInter1010,Ketorolac,DDInter165,Baricitinib,Moderate
DDInter1010,Ketorolac,DDInter170,Bedaquiline,Moderate
DDInter1010,Ketorolac,DDInter177,Benazepril,Moderate
DDInter179,Bendroflumethiazide,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter188,Benzthiazide,Moderate
DDInter1010,Ketorolac,DDInter192,Bepridil,Moderate
DDInter195,Betamethasone,DDInter1010,Ketorolac,Moderate
DDInter197,Betaxolol,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter200,Betrixaban,Major
DDInter1010,Ketorolac,DDInter216,Bisoprolol,Moderate
DDInter217,Bivalirudin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter868,Human botulinum neurotoxin A/B immune globulin,Major
DDInter1010,Ketorolac,DDInter228,Brentuximab vedotin,Moderate
DDInter1010,Ketorolac,DDInter241,Bromfenac,Major
DDInter1010,Ketorolac,DDInter246,Budesonide,Moderate
DDInter1010,Ketorolac,DDInter248,Bumetanide,Moderate
DDInter1010,Ketorolac,DDInter262,Cabozantinib,Major
DDInter1010,Ketorolac,DDInter264,Calaspargase pegol,Moderate
DDInter1010,Ketorolac,DDInter283,Cangrelor,Moderate
DDInter1010,Ketorolac,DDInter284,Cannabidiol,Moderate
DDInter1010,Ketorolac,DDInter286,Caplacizumab,Moderate
DDInter1010,Ketorolac,DDInter292,Captopril,Moderate
DDInter1010,Ketorolac,DDInter293,Carbamazepine,Moderate
DDInter1010,Ketorolac,DDInter303,Carteolol,Moderate
DDInter1010,Ketorolac,DDInter305,Carvedilol,Moderate
DDInter1010,Ketorolac,DDInter336,Celecoxib,Major
DDInter1010,Ketorolac,DDInter360,Chlorothiazide,Moderate
DDInter1010,Ketorolac,DDInter364,Chlorpropamide,Moderate
DDInter365,Chlorthalidone,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter370,Choline salicylate,Major
DDInter378,Cidofovir,DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter379,Cilostazol,Moderate
DDInter1010,Ketorolac,DDInter380,Cimetidine,Minor
DDInter1010,Ketorolac,DDInter383,Cinoxacin,Moderate
DDInter1010,Ketorolac,DDInter384,Ciprofloxacin,Moderate
DDInter388,Citalopram,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter405,Clofarabine,Moderate
DDInter1010,Ketorolac,DDInter410,Clomipramine,Moderate
DDInter1010,Ketorolac,DDInter413,Clopidogrel,Moderate
DDInter1010,Ketorolac,DDInter417,Clove,Minor
DDInter458,Cyclosporine,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1010,Ketorolac,DDInter470,Dalteparin,Major
DDInter1010,Ketorolac,DDInter471,Danaparoid,Major
DDInter477,Daptomycin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter484,Dasatinib,Major
DDInter1010,Ketorolac,DDInter488,Deferasirox,Major
DDInter1010,Ketorolac,DDInter491,Defibrotide,Moderate
DDInter1010,Ketorolac,DDInter492,Deflazacort,Moderate
DDInter1010,Ketorolac,DDInter495,Delafloxacin,Moderate
DDInter1010,Ketorolac,DDInter505,Desirudin,Major
DDInter507,Desmopressin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter511,Desvenlafaxine,Moderate
DDInter1010,Ketorolac,DDInter513,Dexamethasone,Moderate
DDInter1010,Ketorolac,DDInter518,Dexfenfluramine,Moderate
DDInter533,Diatrizoate,DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter537,Diclofenac,Major
DDInter1010,Ketorolac,DDInter539,Diclofenac (topical),Moderate
DDInter542,Dicoumarol,DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter551,Diflunisal,Major
DDInter554,Digoxin,DDInter1010,Ketorolac,Moderate
DDInter561,Diltiazem,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter573,Dipyridamole,Moderate
DDInter1010,Ketorolac,DDInter583,Donepezil,Minor
DDInter1010,Ketorolac,DDInter604,Drospirenone,Moderate
DDInter605,Drotrecogin alfa,DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter608,Duloxetine,Moderate
DDInter1010,Ketorolac,DDInter621,Edoxaban,Major
DDInter1010,Ketorolac,DDInter624,Efavirenz,Moderate
DDInter1010,Ketorolac,DDInter638,Enalapril,Moderate
DDInter1010,Ketorolac,DDInter644,Enoxacin,Moderate
DDInter1010,Ketorolac,DDInter645,Enoxaparin,Major
DDInter647,Entecavir,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter656,Eplerenone,Moderate
DDInter1010,Ketorolac,DDInter657,Epoprostenol,Moderate
DDInter1010,Ketorolac,DDInter658,Eprosartan,Moderate
DDInter659,Eptifibatide,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter672,Escitalopram,Moderate
DDInter675,Esmolol,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter686,Etacrynic acid,Moderate
DDInter1010,Ketorolac,DDInter690,Ethanol,Moderate
DDInter1010,Ketorolac,DDInter698,Etidronic acid,Moderate
DDInter1010,Ketorolac,DDInter699,Etodolac,Major
DDInter1010,Ketorolac,DDInter704,Everolimus,Major
DDInter1010,Ketorolac,DDInter706,Exenatide,Moderate
DDInter1010,Ketorolac,DDInter716,Felodipine,Moderate
DDInter1010,Ketorolac,DDInter717,Fenfluramine,Moderate
DDInter1010,Ketorolac,DDInter721,Fenoprofen,Major
DDInter1010,Ketorolac,DDInter744,Flucytosine,Moderate
DDInter1010,Ketorolac,DDInter747,Fludrocortisone,Moderate
DDInter1010,Ketorolac,DDInter758,Fluoxetine,Moderate
DDInter1010,Ketorolac,DDInter763,Flurbiprofen,Major
DDInter770,Fluvoxamine,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter775,Fondaparinux,Major
DDInter1010,Ketorolac,DDInter781,Fosinopril,Moderate
DDInter1010,Ketorolac,DDInter790,Furosemide,Moderate
DDInter1010,Ketorolac,DDInter809,Gatifloxacin,Moderate
DDInter1010,Ketorolac,DDInter813,Gemifloxacin,Moderate
DDInter1010,Ketorolac,DDInter815,Gentamicin,Moderate
DDInter825,Glimepiride,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter826,Glipizide,Moderate
DDInter1010,Ketorolac,DDInter831,Glyburide,Moderate
DDInter842,Grepafloxacin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter856,Heparin,Moderate
DDInter1010,Ketorolac,DDInter882,Hydralazine,Moderate
DDInter1010,Ketorolac,DDInter883,Hydrochlorothiazide,Moderate
DDInter1010,Ketorolac,DDInter885,Hydrocortisone,Moderate
DDInter1010,Ketorolac,DDInter889,Hydroflumethiazide,Moderate
DDInter1010,Ketorolac,DDInter897,Ibandronate,Moderate
DDInter898,Ibritumomab tiuxetan,DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter899,Ibrutinib,Major
DDInter1010,Ketorolac,DDInter900,Ibuprofen,Major
DDInter903,Icosapent,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter905,Idelalisib,Moderate
DDInter1010,Ketorolac,DDInter908,Iloprost,Moderate
DDInter873,Human immunoglobulin G (intravenous),DDInter1010,Ketorolac,Major
DDInter872,Human immunoglobulin G (intravenous and subcutaneous),DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter916,Indapamide,Moderate
DDInter921,Indomethacin,DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter926,Inotersen,Major
DDInter947,Interferon beta-1a,DDInter1010,Ketorolac,Moderate
DDInter948,Interferon beta-1b,DDInter1010,Ketorolac,Moderate
DDInter1839,Tositumomab (I-131),DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter957,Iodipamide,Major
DDInter1010,Ketorolac,DDInter958,Iodixanol,Major
DDInter1010,Ketorolac,DDInter960,Iohexol,Major
DDInter1010,Ketorolac,DDInter961,Iopamidol,Major
DDInter1010,Ketorolac,DDInter964,Iopromide,Major
DDInter1010,Ketorolac,DDInter965,Iothalamic acid,Major
DDInter1010,Ketorolac,DDInter966,Ioversol,Major
DDInter1010,Ketorolac,DDInter967,Ioxilan,Major
DDInter1010,Ketorolac,DDInter972,Irbesartan,Moderate
DDInter993,Isradipine,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1004,Kanamycin,Moderate
DDInter1010,Ketorolac,DDInter1009,Ketoprofen,Major
DDInter1010,Ketorolac,DDInter1013,Labetalol,Moderate
DDInter1010,Ketorolac,DDInter1033,Leflunomide,Major
DDInter1037,Lepirudin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1045,Levamlodipine,Moderate
DDInter1010,Ketorolac,DDInter1055,Levofloxacin,Moderate
DDInter1010,Ketorolac,DDInter1059,Levomilnacipran,Moderate
DDInter1010,Ketorolac,DDInter1069,Linaclotide,Minor
DDInter1010,Ketorolac,DDInter1079,Lisinopril,Moderate
DDInter1010,Ketorolac,DDInter1081,Lithium carbonate,Major
DDInter1010,Ketorolac,DDInter1084,Lomefloxacin,Moderate
DDInter1010,Ketorolac,DDInter1085,Lomitapide,Major
DDInter1010,Ketorolac,DDInter1095,Losartan,Moderate
DDInter1010,Ketorolac,DDInter1110,Macimorelin,Moderate
DDInter1010,Ketorolac,DDInter1135,Meclofenamic acid,Major
DDInter1010,Ketorolac,DDInter1139,Mefenamic acid,Major
DDInter1010,Ketorolac,DDInter1143,Meloxicam,Major
DDInter1158,Mesalazine,DDInter1010,Ketorolac,Moderate
DDInter1164,Metformin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1174,Methotrexate,Major
DDInter1010,Ketorolac,DDInter1179,Methoxyflurane,Moderate
DDInter1010,Ketorolac,DDInter1191,Methylprednisolone,Moderate
DDInter1010,Ketorolac,DDInter1199,Metolazone,Moderate
DDInter1200,Metoprolol,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1220,Milnacipran,Moderate
DDInter1010,Ketorolac,DDInter1228,Mipomersen,Major
DDInter1010,Ketorolac,DDInter1237,Moexipril,Moderate
DDInter1247,Moxifloxacin,DDInter1010,Ketorolac,Moderate
DDInter1254,Nabumetone,DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter1255,Nadolol,Moderate
DDInter1010,Ketorolac,DDInter1259,Nalidixic acid,Moderate
DDInter1010,Ketorolac,DDInter1263,Naltrexone,Moderate
DDInter1010,Ketorolac,DDInter1266,Naproxen,Major
DDInter1010,Ketorolac,DDInter1269,Nateglinide,Moderate
DDInter1010,Ketorolac,DDInter1271,Nebivolol,Moderate
DDInter1010,Ketorolac,DDInter1283,Netilmicin,Moderate
DDInter1010,Ketorolac,DDInter1287,Nicardipine,Moderate
DDInter1010,Ketorolac,DDInter1291,Nifedipine,Moderate
DDInter1295,Nimodipine,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1297,Niraparib,Moderate
DDInter1298,Nisoldipine,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1309,Nizatidine,Minor
DDInter1010,Ketorolac,DDInter1313,Norfloxacin,Moderate
DDInter1010,Ketorolac,DDInter1325,Ofloxacin,Moderate
DDInter1330,Olmesartan,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1334,Olsalazine,Moderate
DDInter1010,Ketorolac,DDInter1335,Omacetaxine mepesuccinate,Major
DDInter1010,Ketorolac,DDInter1339,Omega-3 fatty acids,Moderate
DDInter1010,Ketorolac,DDInter1355,Oxaliplatin,Moderate
DDInter1010,Ketorolac,DDInter1358,Oxaprozin,Major
DDInter1383,Pamidronic acid,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1387,Panobinostat,Major
DDInter1010,Ketorolac,DDInter1397,Paroxetine,Moderate
DDInter1404,Pegaspargase,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1409,Peginterferon beta-1a,Moderate
DDInter1010,Ketorolac,DDInter1414,Pemetrexed,Moderate
DDInter1010,Ketorolac,DDInter1417,Penbutolol,Moderate
DDInter1010,Ketorolac,DDInter1426,Pentoxifylline,Major
DDInter1010,Ketorolac,DDInter1431,Perindopril,Moderate
DDInter1010,Ketorolac,DDInter1435,Pexidartinib,Major
DDInter1010,Ketorolac,DDInter1451,Phenylbutazone,Major
DDInter1460,Phenytoin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1471,Pindolol,Moderate
DDInter1010,Ketorolac,DDInter1478,Piroxicam,Major
DDInter1010,Ketorolac,DDInter1480,Pitolisant,Moderate
DDInter1010,Ketorolac,DDInter1482,Plazomicin,Moderate
DDInter1010,Ketorolac,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter1010,Ketorolac,DDInter1490,Polythiazide,Moderate
DDInter1010,Ketorolac,DDInter1492,Ponatinib,Major
DDInter1010,Ketorolac,DDInter1241,Monopotassium phosphate,Moderate
DDInter1010,Ketorolac,DDInter69,Aminobenzoic acid,Moderate
DDInter1010,Ketorolac,DDInter1496,Potassium bicarbonate,Moderate
DDInter1010,Ketorolac,DDInter1497,Potassium chloride,Moderate
DDInter1010,Ketorolac,DDInter1498,Potassium citrate,Moderate
DDInter1010,Ketorolac,DDInter1499,Potassium gluconate,Moderate
DDInter1010,Ketorolac,DDInter1500,Potassium Iodide,Moderate
DDInter1010,Ketorolac,DDInter1501,Potassium perchlorate,Moderate
DDInter1010,Ketorolac,DDInter1502,Pralatrexate,Moderate
DDInter1010,Ketorolac,DDInter1508,Prasugrel,Major
DDInter1511,Prazosin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1513,Prednisolone,Moderate
DDInter1010,Ketorolac,DDInter1515,Prednisone,Moderate
DDInter1010,Ketorolac,DDInter1522,Probenecid,Major
DDInter1010,Ketorolac,DDInter1539,Propranolol,Moderate
DDInter1010,Ketorolac,DDInter1554,Quinapril,Moderate
DDInter1565,Ramipril,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1566,Ramucirumab,Major
DDInter1010,Ketorolac,DDInter1569,Ranitidine (bismuth citrate),Minor
DDInter1010,Ketorolac,DDInter1576,Regorafenib,Major
DDInter1010,Ketorolac,DDInter1578,Remdesivir,Moderate
DDInter1010,Ketorolac,DDInter1581,Repaglinide,Moderate
DDInter1585,Reteplase,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter877,Human Rho(D) immune globulin,Major
DDInter1010,Ketorolac,DDInter1604,Risedronic acid,Moderate
DDInter1010,Ketorolac,DDInter1609,Rivaroxaban,Major
